show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
S342,Tv Show,Aggretsuko,Unknown,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Shingo Kato, Yuki Takahashi",Japan,27-08-2020,2020,3,"Frustrated With Her Thankless Office Job, Retsuko The Red Panda Copes With Her Daily Struggles By Belting Out Death Metal Karaoke After Work.",Anime Series
S343,Movie,Aggretsuko: We Wish You A Metal Christmas,Rarecho,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Yuki Takahashi, Rarecho",Japan,20-12-2018,2018,22,"While Retsuko Desperately Makes Plans For Christmas Eve, Her New Obsession With Seeking Validation Through Social Media Spirals Out Of Control.",Uncategorized
S344,Movie,Agneepath,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi, Neelam, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh",India,01-04-2020,1990,174,"A Boy Grows Up To Become A Gangster In Pursuit Of The Mobster Who Killed His Innocent Father, But Revenge And Reparation May Come At Great Costs.",Dramas
S345,Movie,Agustín Aristarán: Soy Rada,Mariano Baez,Agustín Aristarán,Argentina,16-02-2018,2018,60,"Argentine Comedian Agustín ""Radagast"" Aristarán Adds Doses Of Magic, Music And Acting To His High-Energy Stand-Up Routine.",Stand-Up
S346,Movie,Agyaat,Ram Gopal Varma,"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer",India,01-10-2018,2009,97,A Film Crew Shooting In A Remote Forested Location Begins Losing Members One By One To A Mysterious Entity That They Cannot See Or Hear.,Horror Movies
S347,Movie,Ahista Ahista,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",India,31-12-2019,2006,122,"Stood Up By Her Groom At The Altar, A Young Woman Finds Help And Healing From Another Man – Until Her Ex-Fiancé Returns, Hoping To Win Her Back.",Dramas
S348,Movie,Ai Weiwei: Never Sorry,Alison Klayman,"Ai Weiwei, Lao Ai",United States,01-03-2018,2012,91,Chinese Artist And Activist Ai Weiwei Uses Social Media And Art To Inspire Protests And Suffers Government Persecution For His Actions.,Documentaries
S349,Tv Show,Ainori Love Wagon: African Journey,Unknown,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",Japan,30-01-2020,2019,1,"To Find Love, Seven Strangers Leave Japan And Embark On A Journey Through The Continent Of Africa Together. Challenges, Adventure And Romance Await!",International Tv
S350,Tv Show,Ainori Love Wagon: Asian Journey,Unknown,"Becky, Audrey, Mayuko Kawakita, Shimon Okura",Japan,28-03-2019,2018,2,"Seven Men And Women Board A Pink Bus In Search Of True Love. On A Journey Through Asia With Strangers, Their Goal Is To Return To Japan As A Couple.",International Tv
S351,Tv Show,Ainsley Eats The Streets,Unknown,Ainsley Harriott,United Kingdom,12-07-2019,2014,1,Celebrity Chef Ainsley Harriott Embarks On A Journey Around The World To Explore The Relationship Between Local Street Foods And Cultural Identity.,British Tv
S352,Movie,Ainu Mosir,Takeshi Fukunaga,"Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky",United States,17-11-2020,2020,84,A Sensitive Ainu Teen Searches For A Spiritual Connection With His Recently Deceased Dad While Navigating His Indigenous Identity In A Changing World.,Dramas
S353,Movie,Airplane Mode,César Rodrigues,"Larissa Manoela, André Luiz Frambach, Erasmo Carlos, Mariana Amâncio, Amanda Orestes, Eike Duarte, Nayobe Nzainab, Katiuscia Canoro, Phellyx Moura, Dani Ornellas, Michel Bercovitch, Sílvia Lourenço",United States,23-01-2020,2020,97,"When Ana, An Influencer, Crashes Her Car While Talking On The Phone, She’S Shipped To Her Grumpy Grandfather'S Farm – And Forced Into A Digital Detox.",Comedies
S354,Movie,Aisa Yeh Jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma",India,15-10-2017,2015,127,"During A Vacation With Her Parents, Away From Her Concrete Urban Existence, A Young Girl Learns To Appreciate The Joys Of Connecting With Nature.",Dramas
S355,Movie,Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra, Amrish Puri, Paresh Rawal, Annu Kapoor",India,01-03-2018,2004,153,A Happily Married Business Executive Is Forced To Deal With An Episode From His Past That He Had Long Thought Was Put Behind Him.,International Movies
S356,Movie,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,15-05-2018,2018,158,"When His Protégé Goes Rogue And Poses A Grave Threat To The Government He Serves, A Veteran Officer Of The Indian Army Tries To Stop Him At All Costs.",Action
S357,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,05-07-2020,2012,151,"An Outspoken, Imaginative Girl From A Conservative Family Pursues Her Dream Man While Fending Off The Prospect Of An Arranged Marriage.",Comedies
S358,Tv Show,Aj And The Queen,Unknown,"Rupaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra, Katerina Tannenbaum, Tia Carrere",United States,10-01-2020,2020,1,"While Traveling Across The Country In A Run-Down Rv, Drag Queen Ruby Red Discovers An Unlikely Sidekick In Aj: A Tough-Talking 10-Year-Old Stowaway.",Tv Comedies
S359,Movie,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Govind Namdeo, Darshan Jariwala, Zakir Hussain, Smita Jaykar, Navneet Nishan, Dolly Bindra, Upen Patel",India,25-10-2020,2009,150,"A Young Man'S Obsession With Making Others Happy Drives Him To Help The Girl He Loves Marry Someone Else, Then Try To Win Her Heart.",Comedies
S360,Tv Show,Ajaibnya Cinta,Unknown,Not Available,Unknown,13-10-2017,2015,1,"Upon Returning Home From His Studies Abroad, Young Grad Akif Finds Himself Involved With Four Women In This Continuation Of The Series ""Spain Uoolss.""",International Tv
S361,Tv Show,Ajin: Demi-Human,Unknown,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka, Daisuke Hirakawa, Takahiro Sakurai, Mikako Komatsu, Hiroyuki Kinoshita, Aya Suzaki",Japan,27-12-2016,2016,2,A Teenager Discovers That He Is An Ajin And Flees Before The Authorities Experiment On Him. Other Ajin Plan To Fight Back And He Must Choose A Side.,Anime Series
S362,Movie,Ajji,Devashish Makhija,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma",India,01-05-2018,2017,105,"When Her Small Granddaughter Is Sexually Assaulted By A Powerful Man And No Justice Is Served, A Poor, Frail Old Woman Plots Her Violent Revenge.",Dramas
S363,Movie,Ak Vs Ak,Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap",India,25-12-2020,2020,109,"After A Public Spat With A Movie Star, A Disgraced Director Retaliates By Kidnapping The Actor’S Daughter, Filming The Search For Her In Real Time.",Comedies
S364,Tv Show,Akame Ga Kill!,Unknown,"Sora Amamiya, Soma Saito, Yukari Tamura, Yuu Asakawa, Mamiko Noto, Yoshitsugu Matsuoka, Katsuyuki Konishi, Risa Mizuno, Satomi Akesaka",Japan,01-03-2020,2014,1,"Tatsumi Sets Out On A Journey To Help His Poor Village. When He'S Rescued By A Band Of Assassins, He Joins Their Fight Against The Corrupt Government.",Anime Series
S365,Tv Show,Akbar Birbal,Unknown,"Kiku Sharda, Vishal Kotian, Delnaaz Irani",India,31-03-2020,2019,1,"From Battles Of Wit To Fights For Justice, Emperor Akbar And His Trusty Advisor Birbal Display Their Unique Bond Through Adventures In Mughal-Era India.",Kids
S366,Tv Show,Akulah Balqis,Pali Yahya,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman, Nadia Brian, Bella Dally",Unknown,03-11-2017,2015,1,"A Little Girl Must Enter An Orphanage After Her Parents Are Arrested, But Her Life Takes A Dramatic Turn When She Escapes And Meets A Model.",International Tv
S367,Movie,Al Acecho,Francisco D'Eufemia,"Rodrigo De La Serna, Belen Blanco, Walter Jakob, Facundo Aquinos, Patricia Calisaya",Unknown,12-01-2021,2019,81,"Looking For A Fresh Start, A Park Ranger Gets A New Assignment. When He Discovers A Network Of Poachers, Survival Depends On His Lethal Instincts.",International Movies
S368,Tv Show,Al Hayba,Unknown,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,15-09-2018,2017,1,"In A Village By The Lebanon-Syria Border, The Head Of An Arms-Smuggling Clan Contends With Family Conflicts, Power Struggles And Complicated Love.",Crime Tv
S369,Movie,Ala Vaikunthapurramuloo,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",India,27-02-2020,2020,162,"After Growing Up Enduring Criticism From His Father, A Young Man Finds His World Shaken Upon Learning He Was Switched At Birth With A Millionaire’S Son.",Action
S370,Movie,Alakada Reloaded,Toyin Abraham,"Kehinde Bankole, Lilian Esoro, Bolaji Amusan, Toyin Abraham, Gabriel Afolayan, Bidemi Kosoko, Wumi Toriola, Tayo Amokade, Helen Paul, Liz Dasilva",Unknown,06-03-2020,2017,104,"To Cope With Her Feelings Of Inferiority, A Woman From An Impoverished Family Tells Tall Tales Of Her Wealth And Influence To Upgrade Her Social Status.",Comedies
S371,Movie,Alan Saldaña: Mi Vida De Pobre,"Raúl Campos, Jan Suter",Alan Saldaña,Mexico,04-08-2017,2017,54,Mexican Comic Alan Saldaña Has Fun With Everything From The Pressure Of Sitting In An Exit Row To Maxing Out His Credit Card In This Stand-Up Special.,Stand-Up
S372,Movie,Alarmoty In The Land Of Fire,Unknown,Not Available,Egypt,05-08-2019,2017,94,"While Vacationing At A Resort, An Ornery And Outspoken Man Is Held Captive By A Criminal Organization.",Comedies
S373,Movie,Alaska Is A Drag,Shaz Bennett,"Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei",United States,31-12-2020,2017,83,"Tormented By Bullies, An Aspiring Drag Star Working At An Alaskan Cannery Becomes A Skilled Fighter And Is Tapped For Competition By A Boxing Coach.",Dramas
S374,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",India,31-12-2019,2019,85,"As The Police Investigate His Disappearance, A Young Man Heads To Goa To Carry Out An Act Of Vengeance Fueled By Years Of Pent-Up Anger Toward Society.",Dramas
S375,Movie,Albion: The Enchanted Stallion,Castille Landon,"Daniel Sharman, Jennifer Morrison, Debra Messing, Stephen Dorff, John Cleese, Liam Mcintyre, Richard Kind, Avery Arendes, Castille Landon",United States,01-07-2017,2016,106,"After A Magical Horse Transports Her To A Fantasy World Ruled By An Evil General, A Brave Girl Sets Out To Save The Land Once And For All.",Children
S376,Movie,Alejandro Riaño: Especial De Stand Up,Unknown,Alejandro Riaño,Colombia,10-01-2018,2018,60,"Colombian Comedian Alejandro Riaño Discusses The Perks Of Dating A She-Wolf, Styles Of Dancing, The Quirks Of Bogotá Men And Soccer Game Announcers.",Stand-Up
S377,Movie,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,18-08-2018,2018,102,A Retrospective Look At The Life And Career Of Grammy-Award Winning Spanish Musician Alejandro Sanz.,Documentaries
S378,Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli",Uruguay,16-04-2020,2019,88,"Mourning Their Father'S Death, A Dysfunctional Trio Of Siblings Must Face Selling Their Beloved Childhood Beach House — And Dealing With Each Other.",Comedies
S379,Movie,Alex Fernández: The Best Comedian In The World,Alex Díaz,Alex Fernández,Mexico,23-01-2020,2020,51,Comic Alex Fernández Performs His Familiar Autobiographical Stories But Goes A Little Deeper This Time With A Tender Tale About One Of His Six Siblings.,Stand-Up
S380,Movie,Alex Strangelove,Craig Johnson,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",United States,08-06-2018,2018,100,High School Senior Alex Truelove'S Plan To Lose His Virginity To Lovable Girlfriend Claire Goes Awry When He Meets The Equally Lovable Elliot.,Comedies
S381,Tv Show,Alexa & Katie,Unknown,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly, Jolie Jenkins, Kerri Medders, Finn Carr, Eddie Shin",United States,13-06-2020,2020,4,"Alexa Is Battling Cancer. But With Her Best Friend, Katie, By Her Side, She'S Also Starting High School – And Ready For Whatever Comes Next.",Kids
S382,Movie,Alexandria ... Why?,Youssef Chahine,"Naglaa Fathi, Farid Shawqy, Mohsen Mohiedine, Ezzat El Alaili, Abdalla Mahmoud, Youssef Wahby, Yehia Chahine, Laila Fawzy, Mahmoud El Meleigy, Ahmed Zaki, Gerry Sundquist",Egypt,18-06-2020,1979,131,"Living In Alexandria During World War Ii, An Egyptian Teen Enamored With American Films Dreams Of Making It In Hollywood.",Classic Movies
S383,Movie,Alexandria: Again And Forever,Youssef Chahine,"Youssef Chahine, Yousra, Hussein Fahmy, Amr Abdel-Geleel, Taheya Cariocca, Hesham Selim, Huda Sultan, Ragaa Hussein",France,18-06-2020,1989,109,"At The Peak Of His Career, Yehia Joins A Hunger Strike, Becomes Smitten And Reckons With A Creative Crisis — But Finds A New Muse.",Classic Movies
S384,Movie,Alexis Viera: A Story Of Surviving,Luis Ara,Alexis Viera,Uruguay,20-03-2019,2019,69,"After Being Shot During A Robbery In Colombia And Losing Sensation In His Legs, Uruguayan Soccer Star Alexis Viera Finds A New Sense Of Purpose.",Documentaries
S385,Movie,Ali & Alia,Hussein El Ansary,"Khalifa Albhri, Neven Madi, Talal Mahmood, Sawsan Saad, Fatma Hassan",United Arab,12-05-2020,2019,106,Drugs And Addiction Endanger The Love — And Lives — Of Two Childhood Sweethearts Struggling To Survive The Perils Of A Precarious World.,Dramas
S386,Movie,Ali Baba Ve 7 Cüceler,Cem Yılmaz,"Cem Yılmaz, Irina Ivkina, Çetin Altay, Zafer Algöz, Can Yılmaz, Bahtiyar Engin, Fevzi Gökçe, Yosi Mizrahi",Turkey,01-07-2020,2015,115,"A Garden Gnome Vendor And His Brother-In-Law Attend A Trade Fair In Sofia, Where They Accidentally Stumble Into Shenanigans Involving A Mafia Boss.",Action
S387,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,06-05-2016,2016,60,"Ali Wong'S Stand Up Special Delves Into Her Sexual Adventures, Hoarding, The Rocky Road To Pregnancy, And Why Feminism Is Terrible.",Stand-Up
S388,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,13-05-2018,2018,64,"Two Years After The Hit ""Baby Cobra,"" Ali Wong Is Back With Another Baby Bump – And A Torrent Of Hilarious Truths About Marriage And Motherhood.",Stand-Up
S389,Movie,Ali'S Wedding,Jeffrey Walker,"Osamah Sami, Don Hany, Helana Sawires, Frances Duca, Majid Shokor, Rodney Afif, Ghazi Alkinani, Ryan Corr",Australia,08-06-2018,2018,110,"After Telling A White Lie That Spins Out Of Control, The Son Of An Iraqi-Born Cleric In Melbourne Becomes Torn Between Family Duty And His Own Heart.",Comedies
S390,Tv Show,Alias Grace,Unknown,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",Canada,03-11-2017,2017,1,"In 19Th-Century Canada, A Psychiatrist Weighs Whether A Murderess Should Be Pardoned Due To Insanity. Based On Margaret Atwood'S Award-Winning Novel.",Crime Tv
S391,Movie,"Alias Jj, La Celebridad Del Mal",Unknown,Not Available,Unknown,01-09-2017,2017,54,"Witnesses And Public Figures Respond To Controversial Claims About Pablo Escobar Made By The Medellín Cartel'S Sole Survivor, John Jairo Velásquez.",Documentaries
S392,Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman, Rolan Bykov, Prem Chopra, Yakub Akhmedov, Madan Puri, Sofiko Chiaureli",Soviet Union,15-01-2018,1980,147,A Simple Village Man Is Thrown Into A Web Of Political Intrigue After He Takes On A Powerful And Ruthless Gang Of Bandits.,Action
S393,Movie,Alice Doesn'T Live Here Anymore,Martin Scorsese,"Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter",United States,01-07-2019,1974,112,"A Widowed Singer And Single Mother Starts Over As A Diner Waitress In Arizona, Befriending Her Coworkers And Romancing A Ruggedly Handsome Rancher.",Classic Movies
S394,Tv Show,Alice In Borderland,Unknown,"Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami, Yuki Morinaga, Keita Machida, Ayaka Miyoshi, Dori Sakurada, Aya Asahina, Shuntaro Yanagi, Yutaro Watanabe, Ayame Misaki, Mizuki Yoshida, Tsuyoshi Abe, Nobuaki Kaneko, Sho Aoyagi, Riisa Naka",Japan,10-12-2020,2020,1,"An Aimless Gamer And His Two Friends Find Themselves In A Parallel Tokyo, Where They'Re Forced To Compete In A Series Of Sadistic Games To Survive.",International Tv
S395,Movie,Alice Junior,Gil Baroni,"Anne Celestino Mota, Emmanuel Rosset, Matheus Moura, Surya Amitrano, Thaís Schier, Cida Rolim, Katia Horn, Igor Augustho, Marcel Szymanski",Brazil,23-10-2020,2019,87,"In A Small Town, A Trans Teen With A Vibrant Personality Shakes Up Her High School'S Conservative Ways While Trying To Secure Her First Kiss.",Comedies
S396,Movie,Alien Contact: Outer Space,J. Michael Long,J. Michael Long,United States,09-01-2018,2017,63,This Fact-Based Account Delves Into Humankind'S Efforts To Gather Signals From Possible Intelligent Beings Beyond The Solar System.,Documentaries
S397,Tv Show,Alien Tv,Unknown,"Rob Tinkler, Julie Lemieux, John Cleland, Kyle Dooley, Rupert Degas",Unknown,21-08-2020,2020,1,"Alien Reporters Ixbee, Pixbee And Squee Travel To A Lovely But Odd Planet Called Earth, Where They Attempt To Make Sense Of Humans And Their Hobbies.",Kids
S398,Movie,Alien Warfare,Jeremiah Jones,"Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King",United States,05-04-2019,2019,88,The U.S. Navy Seal Team Tackles A Top-Secret Mission At A Research Center Where Scientists Have Mysteriously Disappeared And Another Life Form Awaits.,Action
S399,Tv Show,Alien Worlds,Unknown,Not Available,United Kingdom,02-12-2020,2020,1,"Applying The Laws Of Life On Earth To The Rest Of The Galaxy, This Series Blends Science Fact And Fiction To Imagine Alien Life On Other Planets.",British Tv
